emoji,anger,joy,sadness,fear,surprise,disgust,anticipation,trust,pred_neg,pred_pos,pred_neut,pred_sent_score
⛵️,0.07135963118305028,0.07198882678058953,0.06206963150816787,0.0655178312153122,0.06667607069104232,0.04759195511458342,0.07484344347761912,0.07653466615454678,0.1288655549287796,0.22631360590457916,0.6448208093643188,0.09744805097579956
▪️,0.07402515928368729,0.08607039474470787,0.06870580154187264,0.0677374657850288,0.07423731281942883,0.06978588727839165,0.08330094031432732,0.08630061893447635,0.15838274359703064,0.18553058803081512,0.6560866832733154,0.027147844433784485
🇱,0.06280645366064606,0.09044129327133034,0.06280645366064606,0.06280645366064606,0.07473967985616882,0.06280645366064606,0.0960938741007885,0.07850806707580757,0.169938862323761,0.14905765652656555,0.6810034513473511,-0.020881205797195435
🙋,0.0712917646497805,0.0734305175892739,0.0734305175892739,0.0712917646497805,0.0712917646497805,0.08127261170074976,0.07556927052876736,0.0734305175892739,0.036954235285520554,0.47642019391059875,0.486625611782074,0.4394659586250782
😴,0.07307229586383292,0.05845783669106635,0.10054747910863412,0.07482603096456496,0.06956482566236895,0.07657976606529689,0.07131856076310093,0.06664193382781562,0.45081207156181335,0.1003233939409256,0.44886457920074463,-0.35048867762088776
😔,0.06960157583789128,0.07398820160957471,0.066210264584974,0.0675440153979528,0.06906877408151899,0.05411596687377335,0.07752827843297672,0.08147503429977168,0.5133821964263916,0.10229340940713882,0.38432443141937256,-0.4110887870192528
🇦🇲,0.06862057840832585,0.08278698770836687,0.06456936448672274,0.06583367425515659,0.06962377917944675,0.0586531227267827,0.07814260036786884,0.0766690962375243,0.09400485455989838,0.1629846841096878,0.7430105209350586,0.06897982954978943
⛷,0.06784674197773556,0.05618558320031225,0.06625658396263236,0.10177011296660332,0.08957890151747898,0.07526747938155039,0.07526747938155039,0.05883584655881753,0.168009951710701,0.1979036182165146,0.6340864300727844,0.0298936665058136
😱,0.07747711991726727,0.0858417992465298,0.06703086977454391,0.0759313352524688,0.07460623677417742,0.06284577205316877,0.08374218939784017,0.0863587326061162,0.3290373384952545,0.14289560914039612,0.5280670523643494,-0.1861417293548584
📨,0.06787310571811486,0.07630713238105698,0.06524908881548393,0.06766958240254806,0.06883360271760909,0.054649755817556295,0.07730888698280773,0.07937175617917784,0.170035257935524,0.2492530196905136,0.5807116627693176,0.07921776175498962
🆙,0.06830855399024026,0.06222879843622718,0.06057569005095972,0.060368608449647004,0.06320198694243531,0.05029664185534381,0.07090451283427497,0.06790931584133729,0.1008409634232521,0.3021869659423828,0.5969720482826233,0.2013460025191307
🚟,0.06815034492579873,0.05586093846376946,0.09440498600377037,0.10222551738869813,0.06032981354087098,0.07764670446463955,0.07317782938753796,0.05921259477159563,0.17799414694309235,0.27595794200897217,0.5460478663444519,0.09796379506587982
😰,0.0583424214162566,0.09859869219347371,0.06476008777204482,0.0583424214162566,0.07934569312610901,0.0583424214162566,0.08109596576859675,0.09218102583768546,0.3856589198112488,0.10318761318922043,0.5111534595489502,-0.28247130662202835
💐,0.07937626779148182,0.097076649317775,0.07466960150767328,0.07019477019897526,0.07796185115801013,0.07410826103434841,0.08746998176333452,0.08671630857220726,0.07636802643537521,0.4313347339630127,0.4922972321510315,0.3549667075276375
🚰,0.0730790517101924,0.08314184949292273,0.06946806496254126,0.06855968178706912,0.07247970682541341,0.06522257583477195,0.08132933645498282,0.07950094262202466,0.17729488015174866,0.26520270109176636,0.5575024485588074,0.0879078209400177
✳️,0.06846658499273019,0.0917193874430914,0.07686343032202726,0.06846658499273019,0.06846658499273019,0.07557160796367385,0.0697584073510836,0.07169614088861366,0.07126003503799438,0.24189378321170807,0.6868461966514587,0.17063374817371368
🌚,0.07120195667035827,0.1014729811430614,0.07372813757923732,0.07197659296845893,0.07908765089835065,0.07503424227531526,0.08886240885658103,0.09767423269275,0.10103244334459305,0.3873971700668335,0.5115703344345093,0.28636472672224045
🍬,0.0798884800290827,0.08598943496092168,0.07001297905185065,0.07878726356768531,0.07590327977509571,0.055718131954640655,0.08515406047697871,0.09534575870357617,0.1324160099029541,0.3098450005054474,0.5577389597892761,0.1774289906024933
🔉,0.07157986378504971,0.07683666606391076,0.06196368057623317,0.0642338128955792,0.06828903366899634,0.05997733493276727,0.07665341429294395,0.07248584216374637,0.1207125186920166,0.26984703540802,0.6094404458999634,0.14913451671600342
💱,0.05991596244436054,0.0724394029519621,0.06040754080871663,0.057915436811738816,0.06311936651075749,0.04922554225288496,0.07113140946726597,0.06886726537710497,0.19042900204658508,0.2719360888004303,0.5376349687576294,0.08150708675384521
🏐,0.0725653126845022,0.079229288232233,0.07414154973711067,0.06433081014492338,0.07135084608524998,0.06263834870055367,0.08003969138653086,0.07741124709738316,0.1032048836350441,0.3387097716331482,0.5580853223800659,0.2355048879981041
🍩,0.06791822619191173,0.09509602354297884,0.0712358331761248,0.06712519886610353,0.07025290514841707,0.029498469235847466,0.07895039923572149,0.09092609349267308,0.11025182157754898,0.31807398796081543,0.5716742277145386,0.20782216638326645
❤️,0.07630376167878061,0.09341338053568511,0.0761963532669471,0.07969932000213517,0.07860537994625541,0.0661577225629002,0.08818994096968658,0.09555214925006092,0.007933951914310455,0.8805432319641113,0.11152282357215881,0.8726092800498009
👰🏽,0.07550278856859774,0.09308757202802795,0.07338232639861612,0.07425407402055746,0.07700257887830983,0.06763455565580724,0.08638005665932899,0.09061890704795586,0.0952245220541954,0.27052760124206543,0.634247899055481,0.17530307918787003
🏄🏼,0.07689893364964609,0.08251026801029913,0.07675414666817645,0.07366104000186373,0.075619511330659,0.0697290642710219,0.08426854345537559,0.08451317927079868,0.026616211980581284,0.4379144310951233,0.5354693531990051,0.411298219114542
🇦🇫,0.06424007923333494,0.0944329164730024,0.07130648794900182,0.06809448398733504,0.06937928557200178,0.06809448398733504,0.07130648794900182,0.08415450379566881,0.11481642723083496,0.17130295932292938,0.7138806581497192,0.05648653209209442
💜,0.06861929287416794,0.06113985811992696,0.06682112943645138,0.07862592398083762,0.06720446139903835,0.03361974819191795,0.07550980595887222,0.09008388032773365,0.01751958578824997,0.7763544917106628,0.2061259150505066,0.7588349059224129
⚠️,0.07381314501288208,0.08392576155390932,0.06962454493885199,0.08018056649361748,0.07389044204151085,0.06323435634523623,0.08234190003944683,0.07970875540061638,0.13976910710334778,0.2118232399225235,0.6484076380729675,0.07205413281917572
🛁,0.07309492406247052,0.13933221940671398,0.11467467845125208,0.08782039593659852,0.09465762621133123,0.0775153435581977,0.1063597180314129,0.13205574312299778,0.13180655241012573,0.23527167737483978,0.6329217553138733,0.10346512496471405
🎂,0.06186150307343771,0.08164642530332675,0.06172463049242644,0.05631907816294399,0.06594282629062354,0.05341859437042486,0.07401611731382442,0.07468037975834971,0.030841311439871788,0.44630253314971924,0.5228562355041504,0.41546122170984745
🎷,0.07910012257188215,0.07880512032768422,0.07138551236500452,0.0715932062788229,0.07360490960757829,0.06357304583241014,0.08256951484825041,0.08325800881986366,0.10814261436462402,0.3105177879333496,0.5813395977020264,0.20237517356872559
🐄,0.07317902669714142,0.07871179992951238,0.06417188602604196,0.06820647359990407,0.07035722199401291,0.05799802387013909,0.07894976474520532,0.08044313100884908,0.13922107219696045,0.3371000587940216,0.5236788392066956,0.19787898659706116
⏸,0.07299408651165137,0.07640839454683944,0.08119800635981321,0.0753882731739344,0.07358353517853877,0.05343668406806779,0.08199910680521323,0.08866968604078133,0.1438903659582138,0.19687488675117493,0.6592347621917725,0.05298452079296112
🙀,0.07434668949606284,0.08422342115794298,0.06721016754529674,0.06899379985847211,0.07277247447926496,0.06353391591420345,0.0816795721317197,0.08290467789178427,0.46436938643455505,0.11811879277229309,0.41751185059547424,-0.34625059366226196
🇨🇩,0.07835176770892234,0.08744454804407793,0.06463650917854401,0.06609849457840787,0.07232345021280198,0.06284723223649283,0.08128950732585913,0.07825264479685633,0.10578186064958572,0.18629682064056396,0.7079213261604309,0.08051495999097824
☕️,0.06169193412804601,0.10425936867639776,0.06539345017572874,0.06169193412804601,0.07526415963621612,0.06169193412804601,0.07896567568389891,0.08205027239030117,0.03234032541513443,0.35974401235580444,0.6079156994819641,0.32740368694067
🌈,0.07031268469244636,0.07138000423874126,0.06516237587231168,0.06770102105019503,0.06823528815116893,0.0520267030604803,0.07657486367812699,0.08011008890960795,0.05719771236181259,0.483920156955719,0.4588821232318878,0.4267224445939064
🚪,0.07354253741537231,0.07339255218897511,0.06401336509576526,0.0683124367668724,0.06868169434405,0.05619750007720987,0.07708582455374388,0.07457279070170474,0.18740105628967285,0.2899203598499298,0.5226786136627197,0.10251930356025696
🇷🇪,0.07197920557630182,0.07742698648803684,0.07776294657752394,0.07521684988217452,0.07313875687204847,0.059984297321007934,0.08206019694451307,0.08170972463381827,0.11522520333528519,0.1622736006975174,0.7225010991096497,0.04704839736223221
👩,0.07019661253762133,0.08710296068315204,0.06969031837730164,0.06746346464495465,0.07347687342202418,0.06384825675797752,0.08242848917232261,0.08841492098109664,0.10473949462175369,0.20864467322826385,0.6866158246994019,0.10390517860651016
♐️,0.08254228812033512,0.08085818904021913,0.10040089612609152,0.09109947432893956,0.08298828710509269,0.07515980400779966,0.09248005833388144,0.09380804601878608,0.11678209155797958,0.2476784586906433,0.6355394124984741,0.13089636713266373
🤢,0.0727861069364852,0.07627380019262976,0.06720253145123507,0.069156061793591,0.07069280581021833,0.05910152113145584,0.07934359852794555,0.08072748708689295,0.730037271976471,0.05710682272911072,0.21285593509674072,-0.6729304492473602
🇲🇪,0.07449453044241784,0.0840426248248599,0.06321832627023108,0.0665971040762749,0.07192710528513217,0.06504265807098114,0.08068778596491469,0.08134131015472716,0.09814687073230743,0.1883239895105362,0.713529109954834,0.09017711877822876
📤,0.07336002545678454,0.07685053731092698,0.06925089069167471,0.07188278606241576,0.07197888116562821,0.0580654308456709,0.0809679971573764,0.0855029234414937,0.16467063128948212,0.2586248815059662,0.5767045021057129,0.09395425021648407
🇷🇼,0.07277151496936299,0.08576388291754689,0.07194385978585144,0.07006184330341135,0.07443197424291195,0.06252338215704976,0.08370393696420907,0.09089894746276612,0.08917707949876785,0.14800409972667694,0.7628187537193298,0.05882702022790909
🇵,0.08073385058207568,0.09617848514203513,0.07240960316171133,0.07429708393069881,0.07868468453262496,0.07852358701515612,0.08842355976439104,0.08567529987402824,0.16994881629943848,0.1582283228635788,0.6718227863311768,-0.01172049343585968
🎨,0.068094483987335,0.07130648794900178,0.07323369032600177,0.068094483987335,0.068094483987335,0.07644569428766855,0.08736650775733547,0.0783728966646686,0.0657438188791275,0.34639671444892883,0.5878594517707825,0.28065289556980133
💤,0.0787638893926738,0.08781410928557659,0.09874159995148746,0.07779977533763999,0.08144015782060461,0.08534133722374886,0.09137569539787373,0.08195796744472543,0.05933571234345436,0.5406968593597412,0.3999674618244171,0.48136114701628685
⚰,0.0658484617879989,0.07963587417952497,0.06210367073213654,0.061920965814700774,0.06752107759811248,0.05656968566180544,0.07584297005795076,0.07520969178272671,0.145180806517601,0.21752016246318817,0.6372990012168884,0.07233935594558716
🍡,0.07310873193010885,0.08324378625648948,0.06817296392836404,0.06708657351463829,0.07046285465117072,0.054946360221753886,0.07904623588976002,0.07697739422184681,0.13003908097743988,0.33067357540130615,0.5392873287200928,0.20063449442386627
⚪️,0.06301304712256596,0.06519369474598699,0.055702181053936956,0.056587992505984674,0.060457960458018496,0.0434067696875886,0.06788445469967264,0.06608714198874081,0.14220178127288818,0.25964534282684326,0.5981528759002686,0.11744356155395508
🚴,0.07468405866816452,0.08031143480484992,0.062224290365007325,0.06683641005604914,0.07096915135989439,0.06434660890970158,0.07963623099565642,0.07897028234216569,0.20622916519641876,0.25791478157043457,0.5358560681343079,0.05168561637401581
🎽,0.07204767371273219,0.07437171811689067,0.08086349811852021,0.07494498468303977,0.07380015551212125,0.05941463104092878,0.08281412616359907,0.08756732516495838,0.08616422861814499,0.32952800393104553,0.5843077301979065,0.24336377531290054
😵,0.07328425524543859,0.08493427042610566,0.0712158974225921,0.0721572246979612,0.07484500612909903,0.067811853322691,0.08399204648693587,0.08797312555535905,0.4063973128795624,0.08059269189834595,0.5130099654197693,-0.32580462098121643
🇳🇪,0.06812436309395507,0.06155095963752079,0.10816236596496374,0.07947842360961425,0.06453887029953637,0.07469776655038936,0.07111227375597065,0.06334370603473012,0.11394081264734268,0.1969062089920044,0.6891530156135559,0.08296539634466171
😥,0.07531905601017853,0.07703063153741982,0.06700922306995538,0.07115936572297027,0.0715196032106317,0.06096157796274631,0.08022975278506288,0.08012894423568116,0.6012275815010071,0.08462436497211456,0.31414806842803955,-0.5166032165288925
🇬🇵,0.06816126198877537,0.07939641405458349,0.06678207494810708,0.06853400949271628,0.07121421219265488,0.059893728538019865,0.08007281745683885,0.08631693822757366,0.11282672733068466,0.16248412430286407,0.7246891260147095,0.04965739697217941
👁,0.08201852660858462,0.07838802734464996,0.08430442118707214,0.08413930515138637,0.07675916114232825,0.05291002182981917,0.08612971144022212,0.09075794913358844,0.10559593886137009,0.21966780722141266,0.6747362017631531,0.11407186836004257
🐺,0.06822196935745928,0.07206233234698044,0.0637325697986031,0.06188239649331875,0.06641975078576293,0.04801824958294761,0.07451859378925012,0.07928561428162309,0.10181157290935516,0.37306562066078186,0.5251228213310242,0.2712540477514267
🚞,0.07125394139562012,0.07963360658959176,0.05949306823109573,0.06503296572917394,0.06828171798502572,0.056838621938353345,0.07659975729719057,0.07481563952014848,0.16265588998794556,0.2909976840019226,0.5463463664054871,0.12834179401397705
🚙,0.07449132069214924,0.08511830540476856,0.06483273643737761,0.06815272388080898,0.07277033675330569,0.06333470283587135,0.08167300044037336,0.08527052010167818,0.13422860205173492,0.32623380422592163,0.5395376086235046,0.1920052021741867
🍞,0.0736931979192891,0.07666057008366133,0.06927464313676622,0.07173397596434723,0.07189194074057938,0.05886017078662933,0.08069809999900533,0.08419389450753588,0.06705956161022186,0.39775604009628296,0.5351844429969788,0.3306964784860611
🇦🇴,0.06429808898016817,0.07760139041612643,0.0628465086297186,0.06291277616132351,0.06708324758459415,0.051342255113252806,0.07526008593480155,0.07912179199398701,0.13243937492370605,0.1492810845375061,0.7182796001434326,0.01684170961380005
🎸,0.07641068143898919,0.08805251345962588,0.07061555682232132,0.07117765335782243,0.0749356089481037,0.06792040376915928,0.08418222618261705,0.08382284143042018,0.10028273612260818,0.29183459281921387,0.6078826785087585,0.19155185669660568
🔣,0.06814745684516091,0.09358810114832178,0.06970717894176261,0.06896426450296514,0.07505931387382228,0.06591040416745449,0.08420071387550196,0.09277481449185278,0.1956108808517456,0.2959827482700348,0.508406400680542,0.10037186741828918
🍭,0.0702448568379428,0.10152016616453191,0.07065923969857338,0.06728795213677044,0.07715568128595224,0.07185879606257281,0.0865770097232277,0.09410548127282928,0.12932738661766052,0.3216765224933624,0.548996090888977,0.1923491358757019
🌌,0.0669729758759134,0.10211784533182344,0.08702663745785605,0.07956145881987989,0.08174808249752247,0.06760081216903407,0.09174195790386988,0.10965613237367786,0.050865571945905685,0.5060529708862305,0.44308140873908997,0.4551873989403248
💏,0.06445024306943074,0.10054237918831196,0.06445024306943074,0.06445024306943074,0.07347327709915107,0.06445024306943074,0.07862929654470549,0.08056280383678843,0.04686557129025459,0.47709810733795166,0.4760362505912781,0.43023253604769707
🌸,0.07546449042009609,0.07668376121305007,0.06477379626337161,0.07039104688522974,0.07064842932984283,0.05831740504993113,0.07932198792775956,0.07925068258911103,0.05916201323270798,0.4397042393684387,0.5011337399482727,0.38054222613573074
🇧🇲,0.08052912612896519,0.09171230573945914,0.07137013579319025,0.07592490277938901,0.07802237009711675,0.07486714523574056,0.0875520500488683,0.08821007607217368,0.10843385010957718,0.15724295377731323,0.7343232035636902,0.04880910366773605
👖,0.06582950134285724,0.07474239390416956,0.06045413821818269,0.061737857552288486,0.06490625672432236,0.051413554597345194,0.07233010385702386,0.06838680176372998,0.17329438030719757,0.18112093210220337,0.6455847024917603,0.007826551795005798
👊🏽,0.06298050437248344,0.060624246787793504,0.05627920491140638,0.05794510990605395,0.05921943549224233,0.03953983628420976,0.06652198559372405,0.06385482908213173,0.013842771761119366,0.7368536591529846,0.24930357933044434,0.7230108873918653
👆,0.07678064009235122,0.0904606920059262,0.07540377060977686,0.07850273009202123,0.07837442198521737,0.07193374902738754,0.08805081886986167,0.09225971288906518,0.057992663234472275,0.264178603887558,0.6778287291526794,0.2061859406530857
🛋,0.06560467558775522,0.06787940979700931,0.05714467078110548,0.061947523090537165,0.06247101326225286,0.04351167817670702,0.07008994159391098,0.06832550001385469,0.1174779012799263,0.25710025429725647,0.6254218220710754,0.13962235301733017
🌾,0.06318172198804768,0.09448976861019291,0.07588742801198824,0.06565750360261843,0.07338188810657398,0.05094591729540597,0.08249579222718204,0.09564212226486131,0.08379105478525162,0.37401238083839417,0.5421966314315796,0.29022132605314255
🏆,0.06334498702536769,0.11275407690515456,0.06334498702536769,0.06334498702536769,0.07031293559815818,0.06334498702536769,0.07728088417094864,0.07728088417094864,0.053271129727363586,0.3838968575000763,0.5628319978713989,0.3306257277727127
🌞,0.07013411237125214,0.07363991177300522,0.06448763171845662,0.06695978812328347,0.06721954144290208,0.04153121577709393,0.07540804138996812,0.0823879716051169,0.049461472779512405,0.48056164383888245,0.46997690200805664,0.43110017105937004
🌋,0.06245954662846274,0.11136655012056093,0.06245954662846274,0.06363802864032052,0.07836905378854284,0.05892410059288934,0.07365512574111173,0.08013677680632952,0.06968870759010315,0.4222680628299713,0.5080431699752808,0.35257935523986816
😁,0.05968607869650413,0.06652514970494347,0.059949818287697694,0.05982092594183464,0.06220312365336235,0.04109742925630783,0.06977725563517496,0.07542213200373175,0.007954268716275692,0.7507312297821045,0.24131451547145844,0.7427769610658288
🏄,0.07959148161041636,0.09778596267064145,0.08715550759441991,0.08268063603581396,0.08343729982519241,0.07800618013533644,0.09369560389301321,0.101681661873613,0.11774942278862,0.30699029564857483,0.5752602219581604,0.18924087285995483
👴🏼,0.06516756558684572,0.08048060062729352,0.0709380664804089,0.07655324447324673,0.07152059269233574,0.0515183225490712,0.08023660694423351,0.08695284052190501,0.18147999048233032,0.1482187807559967,0.6703011989593506,-0.03326120972633362
👩🏾,0.06070120563859476,0.0869951392837174,0.059469011224087424,0.06490312048266944,0.0684642193358806,0.04369183138276454,0.07694816530069597,0.09253196427484453,0.06783420592546463,0.3115365505218506,0.6206293106079102,0.24370234459638596
🙅🏼,0.065649048581568,0.07624468287412695,0.06267772594344752,0.06167072381646067,0.06624600691290775,0.044638585529386716,0.07431949002314818,0.08104285136901207,0.022724447771906853,0.4782220125198364,0.4990535378456116,0.4554975647479296
🏮,0.060430340383096186,0.11240043311255896,0.060430340383096186,0.060430340383096186,0.07735083569036315,0.060430340383096186,0.0821852629210108,0.07735083569036315,0.14589376747608185,0.2774089574813843,0.5766971707344055,0.13151519000530243
😄,0.0690717530086526,0.08087444933266295,0.069857474994435,0.06914414444540026,0.07153600549987267,0.06120628797229579,0.08036672555665104,0.0814618710758047,0.03577004373073578,0.43925920128822327,0.5249707102775574,0.4034891575574875
1⃣️,0.07378203982421938,0.08379191923951705,0.06092243373058725,0.06562909206248257,0.07007236009260454,0.05408223921446136,0.07862093954165006,0.08234824063336867,0.07348388433456421,0.16200384497642517,0.7645122408866882,0.08851996064186096
🎣,0.07186485217774899,0.09085692279907655,0.06991683155029252,0.07064677854769966,0.07499862480461965,0.06349994589070888,0.08413658907441707,0.09182582639533406,0.08678192645311356,0.3528849184513092,0.5603331327438354,0.26610299199819565
♒️,0.0726873817740497,0.09083384138845395,0.07604923293597327,0.07186463294091361,0.07496677079947156,0.062084073762984436,0.08413283211930848,0.08480968084536776,0.09344171732664108,0.27545544505119324,0.6311028003692627,0.18201372772455215
🍛,0.07648649124205606,0.09086230531496203,0.07104670656803913,0.07344592048253484,0.07818054738984324,0.07598160873074644,0.0878648909090353,0.09592654247176229,0.0901019349694252,0.37921544909477234,0.5306826829910278,0.28911351412534714
📎,0.07266168759336597,0.07570061758680438,0.06740252335512886,0.07040040777590018,0.0708578751413812,0.05826038732591178,0.07949181556427752,0.08211763532351965,0.1528831273317337,0.25167059898376465,0.5954463481903076,0.09878747165203094
🇸🇷,0.06398755373054602,0.08475736283579517,0.07324107709145086,0.07613421578950269,0.07407179787914302,0.048989133027816226,0.08358372923697852,0.10375445985140858,0.07275529205799103,0.1382659524679184,0.7889788150787354,0.06551066040992737
⛄️,0.07387605146346692,0.07420223425568111,0.06678443496740206,0.06933901262702048,0.07001509284233558,0.058883351208533684,0.07854797804828495,0.07704516118261545,0.0969616249203682,0.2539033889770508,0.6491349339485168,0.1569417640566826
🇱🇹,0.06528938198294437,0.07536660226358725,0.05818379760488697,0.056843478176000356,0.0641183586965949,0.05342495016387058,0.07192953796476774,0.06722598187023117,0.12430372834205627,0.1286596804857254,0.7470365762710571,0.004355952143669128
🚛,0.05694526897639578,0.054901784894610645,0.05366221149349064,0.051278783564549964,0.054959108403623363,0.03672524965610381,0.06168769703062659,0.05827545436310779,0.14752493798732758,0.293915331363678,0.558559775352478,0.1463903933763504
🚅,0.05913367459557676,0.06292125877410962,0.05361899570645861,0.05484546605988617,0.05712537035879612,0.036349027313139236,0.06410847168756927,0.05981425147591356,0.15610408782958984,0.2683093249797821,0.5755866169929504,0.11220523715019226
🖕,0.06897164461164067,0.07768205019817397,0.07221911055049408,0.06339145825093633,0.06862160082829949,0.05000009519168634,0.07698595856427828,0.07734789607836588,0.21598975360393524,0.22810229659080505,0.5559079647064209,0.012112542986869812
🐪,0.07752345318601966,0.07743668089135211,0.054236864530089926,0.06618252742748093,0.06865304553367543,0.05729271378365814,0.07702108849990959,0.07717632634342175,0.13521862030029297,0.34417739510536194,0.5206039547920227,0.20895877480506897
🚁,0.0738256401724774,0.07645336859204221,0.08242329946971702,0.07377027854504897,0.07432946080433213,0.06079149827749151,0.08338525096076538,0.08610086129874266,0.15559403598308563,0.2621643543243408,0.5822415947914124,0.10657031834125519
🇰🇪,0.07443681841423147,0.07246646955156881,0.06731903540478153,0.07196516249163286,0.07083199226339983,0.05003307976103528,0.07945724127794826,0.09013075544517278,0.10058972984552383,0.19306957721710205,0.7063406705856323,0.09247984737157822
🛃,0.07125336461408384,0.08101880082984796,0.06694360806661535,0.06796667789371379,0.07126079172720987,0.05831827365208142,0.08013509895509001,0.08393005543586539,0.13734173774719238,0.2584749758243561,0.6041832566261292,0.1211332380771637
🇵🇷,0.07452230836265476,0.07985032825064331,0.06636461664053003,0.07015441039740909,0.0714571361029464,0.05546957221348809,0.08016850871289244,0.08475993594310606,0.10562435537576675,0.1447557806968689,0.7496198415756226,0.03913142532110214
🇭🇰,0.07291635305029034,0.0784554336977346,0.06860234101790157,0.0711139515727007,0.07230576631421293,0.0582439080986386,0.08113387926173078,0.08829865397608076,0.10130897164344788,0.1748715341091156,0.7238194942474365,0.07356256246566772
🇵🇼,0.06734513989990008,0.06852925003741653,0.07388550756400908,0.06548138142804542,0.06627319992614374,0.044487221992800335,0.07435334428070435,0.07239257994650615,0.07999460399150848,0.16329003870487213,0.7567154169082642,0.08329543471336365
📛,0.06466964815222036,0.08502861145940081,0.06347206207532737,0.07664550892115002,0.08143585322872192,0.06347206207532737,0.0862261975362938,0.0700587854982387,0.15839111804962158,0.2694655656814575,0.5721433758735657,0.11107444763183594
😅,0.06731099636953566,0.06894193913981951,0.0643626218170567,0.06331045630766159,0.06576021010982724,0.0487704591009234,0.07391753794302029,0.07550319453765862,0.04336126893758774,0.48480263352394104,0.4718360900878906,0.4414413645863533
🅱️,0.06390575854651942,0.07998581341497685,0.06899386327954475,0.06773715459475098,0.07053027509615795,0.05136848677259558,0.07914906544317064,0.09203065225131196,0.1574113667011261,0.20985662937164307,0.6327320337295532,0.05244526267051697
🎭,0.07178403763870302,0.08061218410833955,0.06755813083120088,0.0658059046053859,0.06980198409701008,0.061774104480156,0.07715244116899603,0.07213723717434183,0.10809467732906342,0.3301343619823456,0.5617709755897522,0.22203968465328217
🍢,0.06946357098483313,0.09145993694639357,0.06969878399585072,0.06564807709932136,0.07444308916465947,0.065918816735729,0.0835070941881043,0.09207056634725976,0.15452276170253754,0.2967686355113983,0.5487086176872253,0.14224587380886078
♍️,0.0771592548010318,0.09377896378373927,0.07813596947233069,0.07506482932007742,0.0788004528935591,0.07749619563632436,0.08843096108217115,0.08723991046549603,0.11414534598588943,0.23200877010822296,0.6538458466529846,0.11786342412233353
🈚,0.06998099167521912,0.08694061655039076,0.08330023744434248,0.07118888878079924,0.07591201759698278,0.07562658744576489,0.08533156865582223,0.07860614722562168,0.1038685292005539,0.27465301752090454,0.6214783787727356,0.17078448832035065
👴,0.06372550760405585,0.07543352256411053,0.06298229277535194,0.05915049493193275,0.06517456156727094,0.05736415788755549,0.07311136038742111,0.06539228962400785,0.2714642584323883,0.19372102618217468,0.534814715385437,-0.07774323225021362
🏠,0.06698389372665182,0.0760980123130988,0.06432639994578913,0.06897527966191576,0.06781157088774432,0.04754703412712979,0.07607156724352608,0.07962175226139953,0.12950579822063446,0.27475932240486145,0.5957349538803101,0.145253524184227
⚓️,0.07352132413488803,0.08489969947487166,0.07347163581268117,0.07370552366100673,0.07440098691039697,0.06021919052032583,0.08351662622353047,0.0880560671913653,0.1320187896490097,0.2290554642677307,0.6389257311820984,0.09703667461872101
🗝,0.07218153858703913,0.08482877728519908,0.06536895160300882,0.06975230118841345,0.07284250273410323,0.06428513526969074,0.081818648035294,0.08527728414235716,0.159375861287117,0.2532874047756195,0.5873366594314575,0.0939115434885025
💽,0.06762660898825684,0.08024133870944876,0.06240658351756292,0.06460893287095226,0.06827797646020216,0.04989722945034634,0.07661571668877577,0.0822389637699213,0.11321502178907394,0.39332592487335205,0.4934590756893158,0.2801109030842781
🎹,0.07268068511318394,0.08479413263204798,0.06885538589670058,0.07586843446025339,0.06566763654963112,0.06758028615787277,0.09180718119560079,0.06375498694138941,0.11037350445985794,0.31840425729751587,0.5712222456932068,0.20803075283765793
😈,0.07411874193346664,0.0830997323364972,0.06388683710589292,0.0718993311934771,0.07279970858325815,0.061352226412116996,0.081755944946046,0.08702066933236204,0.04893329367041588,0.4254140257835388,0.5256527066230774,0.37648073211312294
🇳🇨,0.07625346165704776,0.08100381444241418,0.07028297526535174,0.07157379780549386,0.07312863297449847,0.06408657395958975,0.08224077086283799,0.08060894106805166,0.10167291015386581,0.18016795814037323,0.7181590795516968,0.07849504798650742
🇻🇳,0.0670788259866162,0.07052519055796536,0.07278822477275197,0.06685050390012934,0.06837616492532506,0.05047700504941481,0.07696699460842787,0.07979459860274561,0.10939379036426544,0.16170120239257812,0.7289050221443176,0.05230741202831268
📰,0.06475311685355824,0.06701910129292128,0.05617821659073163,0.05871157347352185,0.062314129335357044,0.0469156490073121,0.06994490837933301,0.06967759574279739,0.1854914128780365,0.23421107232570648,0.5802975296974182,0.04871965944766998
7️⃣,0.05945761860630593,0.10226710400284618,0.05945761860630593,0.05945761860630593,0.07432202325788237,0.05945761860630593,0.08561897079308053,0.09097015646764806,0.08598804473876953,0.14676493406295776,0.7672470211982727,0.06077688932418823
🍻,0.06099161289439429,0.08782792256792779,0.06587094192594584,0.06099161289439429,0.07806926450482474,0.06099161289439429,0.0866080903100399,0.0896576709547596,0.08097997307777405,0.35286471247673035,0.5661553144454956,0.2718847393989563
😉,0.07437112668777576,0.08523204159441855,0.07005013899251818,0.0735449415247196,0.07590364426183482,0.0746323173148556,0.08521395095847405,0.08785488400466791,0.013197156600654125,0.6773292422294617,0.3094736635684967,0.6641320856288075
💍,0.06305412042397089,0.07456240569336146,0.06456394781799686,0.06639956076123704,0.0676916329664822,0.050833138877031045,0.07594976939360712,0.08323130945345707,0.028306521475315094,0.6159896850585938,0.35570383071899414,0.5876831635832787
