unicode,emoji,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,Position,Unicode block,le_+,le_-,le_0,sent_score,sent_score_class,upper_error_class,lower_error_class,sent_polar,primary_basic_emot
1F631,😱,0.28,0.42,0.42,0.92,0.06,0.25,0.69,0.11,0.773313178,Emoticons,0.4536628420123565,0.263901147396293,0.2824360105913504,0.1897616946160635,Positive,Positive,Positive,Positive,fear
1F633,😳,0.06,0.36,0.33,0.5,0.14,0.19,0.44,0.08,0.797185814,Emoticons,0.3451118963486455,0.3274440518256772,0.3274440518256772,0.0176678445229682,Neutral,Neutral,Neutral,Positive,fear
1F634,😴,0.0,0.06,0.14,0.0,0.03,0.03,0.0,0.03,0.849922938,Emoticons,0.3411927877947295,0.421636615811373,0.2371705963938973,-0.0804438280166435,Neutral,Neutral,Neutral,Negative,disgust
1F636,😶,0.06,0.22,0.33,0.36,0.0,0.14,0.19,0.03,0.868667638,Emoticons,0.2833333333333333,0.425,0.2916666666666667,-0.1416666666666666,Neutral,Neutral,Negative,Negative,fear
1F637,😷,0.03,0.17,0.53,0.5,0.0,0.22,0.03,0.11,0.840376534,Emoticons,0.3052208835341365,0.4738955823293173,0.2208835341365461,-0.1686746987951807,Negative,Neutral,Negative,Negative,disgust
1F639,😹,0.0,0.17,0.0,0.0,0.94,0.0,0.14,0.28,0.8074145,Emoticons,0.4395973154362416,0.2986577181208054,0.261744966442953,0.1409395973154362,Positive,Positive,Neutral,Positive,joy
1F63B,😻,0.0,0.42,0.0,0.0,0.75,0.06,0.33,0.42,0.729665769,Emoticons,0.6880952380952381,0.069047619047619,0.2428571428571428,0.6190476190476191,Positive,Positive,Positive,Positive,joy
1F645,🙅,0.47,0.25,0.53,0.33,0.06,0.33,0.11,0.19,0.838871886,Emoticons,0.2559523809523809,0.4583333333333333,0.2857142857142857,-0.2023809523809523,Negative,Neutral,Negative,Negative,disgust
1F646,🙆,0.03,0.33,0.0,0.0,0.39,0.0,0.03,0.61,0.839916616,Emoticons,0.5919540229885057,0.0919540229885057,0.3160919540229885,0.5,Positive,Positive,Positive,Positive,trust
1F648,🙈,0.0,0.39,0.17,0.17,0.28,0.03,0.5,0.22,0.738880937,Emoticons,0.5956134338588074,0.163810829335161,0.2405757368060315,0.4318026045236463,Positive,Positive,Positive,Positive,surprise
1F64A,🙊,0.06,0.44,0.19,0.47,0.14,0.08,0.42,0.28,0.740523086,Emoticons,0.5934065934065934,0.1346153846153846,0.2719780219780219,0.4587912087912088,Positive,Positive,Positive,Positive,fear
1F64B,🙋,0.0,0.53,0.0,0.0,0.44,0.0,0.19,0.25,0.732500422,Emoticons,0.6150627615062761,0.1297071129707113,0.2552301255230125,0.4853556485355648,Positive,Positive,Positive,Positive,anticipation
1F64C,🙌,0.0,0.33,0.0,0.0,0.72,0.0,0.39,0.47,0.790600034,Emoticons,0.660702451954937,0.1013916500994035,0.2379058979456594,0.5593108018555335,Positive,Positive,Positive,Positive,joy
1F64F,🙏,0.06,0.44,0.0,0.11,0.25,0.11,0.17,0.58,0.793847592,Emoticons,0.4980544747081712,0.0810635538261997,0.420881971465629,0.4169909208819715,Positive,Positive,Positive,Positive,trust
21A9,↩,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.790990991,Arrows,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.5,Positive,Positive,Positive,Positive,trust
21AA,↪,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.11,0.726671282,Arrows,0.1818181818181818,0.0909090909090909,0.7272727272727273,0.0909090909090909,Neutral,Neutral,Neutral,Positive,anticipation
25B6,▶,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0,0.498359177,Geometric Shapes,0.2686567164179104,0.0597014925373134,0.6716417910447762,0.208955223880597,Neutral,Neutral,Neutral,Positive,anticipation
25C0,◀,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.11,0.221018064,Geometric Shapes,0.3076923076923077,0.0384615384615384,0.6538461538461539,0.2692307692307693,Neutral,Positive,Neutral,Positive,trust
2600,☀,0.0,0.22,0.0,0.0,0.44,0.0,0.06,0.14,0.54553079,Miscellaneous Symbols,0.4930291508238276,0.0278833967046894,0.4790874524714829,0.4651457541191381,Positive,Positive,Positive,Positive,joy
2611,☑,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.47,0.690061863,Miscellaneous Symbols,0.1231884057971014,0.0217391304347826,0.855072463768116,0.1014492753623188,Neutral,Neutral,Neutral,Positive,trust
261D,☝,0.11,0.31,0.11,0.11,0.03,0.11,0.0,0.17,0.7597726,Miscellaneous Symbols,0.4536082474226804,0.1443298969072164,0.4020618556701031,0.3092783505154639,Positive,Positive,Positive,Positive,anticipation
263A,☺,0.0,0.42,0.0,0.0,1.0,0.0,0.39,0.5,0.798633582,Miscellaneous Symbols,0.7196125907990315,0.0624697336561743,0.2179176755447942,0.6571428571428571,Positive,Positive,Positive,Positive,joy
2665,♥,0.0,0.28,0.0,0.0,0.72,0.0,0.11,0.56,0.753806008,Miscellaneous Symbols,0.6927382118371345,0.0353994683083811,0.2718623198544844,0.6573387435287533,Positive,Positive,Positive,Positive,joy
267B,♻,0.03,0.19,0.03,0.0,0.03,0.03,0.0,0.28,0.438690753,Miscellaneous Symbols,0.5263157894736842,0.0526315789473684,0.4210526315789473,0.4736842105263157,Positive,Positive,Positive,Positive,trust
26A1,⚡,0.28,0.31,0.06,0.25,0.08,0.0,0.36,0.14,0.778780762,Miscellaneous Symbols,0.2208835341365461,0.0441767068273092,0.7349397590361446,0.1767068273092369,Neutral,Neutral,Neutral,Positive,surprise
26BD,⚽,0.0,0.33,0.0,0.06,0.25,0.0,0.0,0.06,0.193496177,Miscellaneous Symbols,0.6688741721854304,0.0529801324503311,0.2781456953642384,0.6158940397350993,Positive,Positive,Positive,Positive,anticipation
2705,✅,0.0,0.31,0.0,0.0,0.19,0.0,0.0,0.33,0.672789014,Dingbats,0.4814814814814814,0.074074074074074,0.4444444444444444,0.4074074074074074,Positive,Positive,Positive,Positive,trust
2708,✈,0.0,0.44,0.0,0.11,0.28,0.11,0.19,0.28,0.521940266,Dingbats,0.4584615384615385,0.043076923076923,0.4984615384615384,0.4153846153846154,Positive,Positive,Positive,Positive,anticipation
270A,✊,0.25,0.5,0.17,0.11,0.03,0.11,0.08,0.36,0.858608998,Dingbats,0.5677655677655677,0.1391941391941392,0.293040293040293,0.4285714285714285,Positive,Positive,Positive,Positive,anticipation
270B,✋,0.22,0.25,0.19,0.11,0.06,0.06,0.08,0.28,0.838291817,Dingbats,0.4540682414698163,0.3280839895013123,0.2178477690288714,0.1259842519685039,Positive,Positive,Neutral,Positive,trust
270C,✌,0.0,0.42,0.0,0.0,0.61,0.0,0.17,0.47,0.790480332,Dingbats,0.5764476252439817,0.1132075471698113,0.3103448275862069,0.4632400780741704,Positive,Positive,Positive,Positive,joy
2714,✔,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.36,0.565237075,Dingbats,0.3968253968253968,0.1269841269841269,0.4761904761904761,0.2698412698412698,Positive,Positive,Neutral,Positive,trust
2728,✨,0.0,0.36,0.0,0.06,0.53,0.0,0.44,0.31,0.560430162,Dingbats,0.4030552291421856,0.0517038777908343,0.54524089306698,0.3513513513513513,Positive,Positive,Positive,Positive,joy
2744,❄,0.11,0.33,0.14,0.17,0.28,0.14,0.22,0.17,0.760181984,Dingbats,0.6051136363636364,0.0994318181818181,0.2954545454545454,0.5056818181818181,Positive,Positive,Positive,Positive,anticipation
274C,❌,0.5,0.14,0.58,0.25,0.0,0.31,0.08,0.06,0.612998,Dingbats,0.5254237288135594,0.2542372881355932,0.2203389830508474,0.2711864406779661,Positive,Positive,Positive,Positive,disgust
2757,❗,0.44,0.42,0.31,0.42,0.08,0.17,0.81,0.11,0.620120854,Dingbats,0.2587064676616915,0.1592039800995024,0.582089552238806,0.099502487562189,Neutral,Neutral,Neutral,Positive,surprise
2764,❤,0.0,0.36,0.0,0.0,0.69,0.0,0.14,0.67,0.746943086,Dingbats,0.7900161430522786,0.0442071277784676,0.1657767291692537,0.7458090152738109,Positive,Positive,Positive,Positive,joy
27A1,➡,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.22,0.478330444,Dingbats,0.16,0.0133333333333333,0.8266666666666667,0.1466666666666666,Neutral,Neutral,Neutral,Positive,trust
2B05,⬅,0.17,0.14,0.17,0.14,0.0,0.14,0.03,0.06,0.662574787,Miscellaneous Symbols and Arrows,0.5333333333333333,0.0666666666666666,0.4,0.4666666666666667,Positive,Positive,Positive,Positive,anger
2B50,⭐,0.0,0.17,0.0,0.0,0.39,0.0,0.17,0.22,0.600764348,Miscellaneous Symbols and Arrows,0.6172839506172839,0.037037037037037,0.345679012345679,0.5802469135802468,Positive,Positive,Positive,Positive,joy
